timestamp,customer.id,direction,amount_usd,amount_signed,date,customer.name,customer.age,customer.gender,customer.address,customer.city,customer.state,customer.zip,score,total_debt,credit_limit,latitude,longitude,card.id,card.number,card.mcc,card.brand,card.type,card.chip,card.expiry_date,card.cvv,num_cards,merchant.name,merchant.city,merchant.state,error,is_fraud,is_known_merchant,seen_count_last_2_days,seen_count_mcc_last_2_days,seen_count_last_7_days,seen_count_mcc_last_7_days,seen_count_last_30_days,seen_count_mcc_last_30_days,log_timediff,same_city,same_state
1031522460,0,outbound,22.56,22.56,2002-09-08T22:01:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91752.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,7832,Visa,Debit,Swipe Transaction,12/2022,623,5,-6733168469687845480,Mira Loma,CA,,No,0,0,0,0,0,0,0,10.294887542319458,false,true
1031554440,0,outbound,37.5,37.5,2002-09-09T06:54:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5411,Visa,Debit,Swipe Transaction,12/2022,623,5,4060646732831064559,La Verne,CA,,No,1,1,2,1,6,1,8,10.372897255442528,true,true
1031564400,0,outbound,65.5,65.5,2002-09-09T09:40:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,7538,Visa,Debit,Swipe Transaction,12/2022,623,5,-3345936507911876459,La Verne,CA,Technical Glitch,No,0,0,0,0,2,0,2,9.206432747145165,true,true
1031577540,0,outbound,56.42,56.42,2002-09-09T13:19:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5311,Visa,Debit,Swipe Transaction,12/2022,623,5,3189517333335617109,La Verne,CA,,No,0,0,0,0,0,0,0,9.483492392643639,true,true
1031578260,0,outbound,2.71,2.71,2002-09-09T13:31:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5411,Visa,Debit,Swipe Transaction,12/2022,623,5,4060646732831064559,La Verne,CA,,No,1,2,3,2,7,2,9,6.580639137284949,true,true
1031601720,0,outbound,144.9,144.9,2002-09-09T20:02:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,4899,Visa,Debit,Online Transaction,12/2022,623,5,-8338381919281017248,ONLINE,,,No,0,0,0,0,0,0,0,10.063094747044966,false,false
1031638800,0,outbound,160.0,160.0,2002-09-10T06:20:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91752.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,4829,Visa,Debit,Swipe Transaction,12/2022,623,5,-4282466774399734331,Mira Loma,CA,,No,0,0,0,0,0,0,0,10.52085998803243,false,true
1031638920,0,outbound,102.18,102.18,2002-09-10T06:22:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5300,Visa,Debit,Swipe Transaction,12/2022,623,5,3527213246127876953,La Verne,CA,,No,1,0,0,0,0,1,1,4.795790545596741,true,true
1031639460,0,outbound,36.73,36.73,2002-09-10T06:31:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5912,Visa,Debit,Swipe Transaction,12/2022,623,5,-34551508091458520,La Verne,CA,,No,1,0,0,1,1,1,2,6.293419278846481,true,true
1031693940,0,outbound,29.33,29.33,2002-09-10T21:39:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91752.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,7832,Visa,Debit,Swipe Transaction,12/2022,623,5,-6733168469687845480,Mira Loma,CA,,No,1,1,1,1,1,1,1,10.905607296014702,false,true
1031725680,0,outbound,162.39,162.39,2002-09-11T06:28:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5411,Visa,Debit,Swipe Transaction,12/2022,623,5,4060646732831064559,La Verne,CA,,No,1,2,2,3,6,3,10,10.365364499570234,true,true
1031725980,0,outbound,34.4,34.4,2002-09-11T06:33:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5912,Visa,Debit,Swipe Transaction,12/2022,623,5,-34551508091458520,La Verne,CA,,No,1,1,1,2,2,2,3,5.707110264748875,true,true
1031749560,0,outbound,62.06,62.06,2002-09-11T13:06:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91752.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5541,Visa,Debit,Swipe Transaction,12/2022,623,5,2027553650310142703,Mira Loma,CA,,No,1,0,0,1,1,1,1,10.068196582013169,false,true
1031750220,0,inbound,99.0,-99.0,2002-09-11T13:17:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91752.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5541,Visa,Debit,Swipe Transaction,12/2022,623,5,2027553650310142703,Mira Loma,CA,,No,1,1,1,2,2,2,2,6.493753839851686,false,true
1031750580,0,outbound,99.0,99.0,2002-09-11T13:23:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91752.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5541,Visa,Debit,Swipe Transaction,12/2022,623,5,2027553650310142703,Mira Loma,CA,,No,1,2,2,3,3,3,3,5.8888779583328805,false,true
1031772600,0,outbound,80.18,80.18,2002-09-11T19:30:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5812,Visa,Debit,Swipe Transaction,12/2022,623,5,-1605794445852049456,La Verne,CA,,No,0,0,0,0,0,0,0,9.999751822506193,true,true
1031811660,0,outbound,122.1,122.1,2002-09-12T06:21:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5411,Visa,Debit,Swipe Transaction,12/2022,623,5,4060646732831064559,La Verne,CA,Insufficient Balance,No,1,1,1,4,6,4,11,10.572879805741458,true,true
1031811960,0,outbound,92.76,92.76,2002-09-12T06:26:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5411,Visa,Debit,Swipe Transaction,12/2022,623,5,4060646732831064559,La Verne,CA,,No,1,2,2,5,7,5,12,5.707110264748875,true,true
1031813400,0,outbound,52.52,52.52,2002-09-12T06:50:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5411,Visa,Debit,Swipe Transaction,12/2022,623,5,4060646732831064559,La Verne,CA,,No,1,3,3,6,8,6,13,7.273092595999522,true,true
1031830980,0,outbound,1.13,1.13,2002-09-12T11:43:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5499,Visa,Debit,Swipe Transaction,12/2022,623,5,6666504894937430109,La Verne,CA,,No,0,0,0,0,0,0,0,9.774574052442789,true,true
1031898120,0,outbound,126.79,126.79,2002-09-13T06:22:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5300,Visa,Debit,Swipe Transaction,12/2022,623,5,1913477460590765860,La Verne,CA,,No,0,0,0,0,1,0,2,11.114550164673927,true,true
1031899020,0,outbound,44.41,44.41,2002-09-13T06:37:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5912,Visa,Debit,Swipe Transaction,12/2022,623,5,-34551508091458520,La Verne,CA,,No,1,0,0,3,3,3,4,6.803505257608338,true,true
1031983740,0,outbound,164.37,164.37,2002-09-14T06:09:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5912,Visa,Debit,Swipe Transaction,12/2022,623,5,-34551508091458520,La Verne,CA,,No,1,1,1,4,4,4,5,11.347118783793917,true,true
1032008880,0,outbound,12.76,12.76,2002-09-14T13:08:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5814,Visa,Debit,Swipe Transaction,12/2022,623,5,-4500542936415012428,La Verne,CA,,No,1,0,0,0,0,1,1,10.132255258600559,true,true
1032068040,0,outbound,109.94,109.94,2002-09-15T05:34:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5912,Visa,Debit,Swipe Transaction,12/2022,623,5,5817218446178736267,La Verne,CA,,No,1,0,2,0,5,1,6,10.988017819994926,true,true
1032070680,0,outbound,126.29,126.29,2002-09-15T06:18:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5311,Visa,Debit,Swipe Transaction,12/2022,623,5,-245178307025547046,La Verne,CA,,No,0,0,0,0,1,0,1,7.878912912297133,true,true
1032072900,0,outbound,40.81,40.81,2002-09-15T06:55:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5411,Visa,Debit,Swipe Transaction,12/2022,623,5,4060646732831064559,La Verne,CA,,No,1,0,0,6,7,7,14,7.7057128238944275,true,true
1032098040,0,outbound,81.35,81.35,2002-09-15T13:54:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91765.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5719,Visa,Debit,Swipe Transaction,12/2022,623,5,-5904116920141006298,Diamond Bar,CA,,No,0,0,0,0,0,0,0,10.132255258600559,false,true
1032156000,0,outbound,115.34,115.34,2002-09-16T06:00:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5300,Visa,Debit,Swipe Transaction,12/2022,623,5,3527213246127876953,La Verne,CA,,No,1,0,0,1,2,2,3,10.967525649563905,true,true
1032158700,0,outbound,44.25,44.25,2002-09-16T06:45:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5411,Visa,Debit,Swipe Transaction,12/2022,623,5,4060646732831064559,La Verne,CA,,No,1,1,1,7,7,8,15,7.901377353792616,true,true
1032242940,0,outbound,120.19,120.19,2002-09-17T06:09:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5912,Visa,Debit,Swipe Transaction,12/2022,623,5,-34551508091458520,La Verne,CA,Insufficient Balance,No,1,0,0,4,5,5,7,11.341437017582603,true,true
1032243840,0,outbound,159.72,159.72,2002-09-17T06:24:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5912,Visa,Debit,Swipe Transaction,12/2022,623,5,-34551508091458520,La Verne,CA,,No,1,1,1,5,6,6,8,6.803505257608338,true,true
1032329940,0,outbound,128.85,128.85,2002-09-18T06:19:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5300,Visa,Debit,Swipe Transaction,12/2022,623,5,3527213246127876953,La Verne,CA,,No,1,0,0,1,2,3,4,11.363276304750233,true,true
1032379260,0,outbound,92.3,92.3,2002-09-18T20:01:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5814,Visa,Debit,Swipe Transaction,12/2022,623,5,-4500542936415012428,La Verne,CA,,No,1,0,0,1,1,2,2,10.806105232822933,true,true
1032416700,0,outbound,168.11,168.11,2002-09-19T06:25:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5912,Visa,Debit,Swipe Transaction,12/2022,623,5,5817218446178736267,La Verne,CA,,No,1,0,0,1,5,2,9,10.530521639636548,true,true
1032428520,0,outbound,53.09,53.09,2002-09-19T09:42:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,7538,Visa,Debit,Swipe Transaction,12/2022,623,5,4055257078481058705,La Verne,CA,,No,1,0,0,0,0,2,3,9.377632889750377,true,true
1032501660,0,outbound,104.77,104.77,2002-09-20T06:01:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5311,Visa,Debit,Swipe Transaction,12/2022,623,5,-245178307025547046,La Verne,CA,Insufficient Balance,No,1,0,0,1,1,1,2,11.200144364018984,true,true
1032502620,0,outbound,119.69,119.69,2002-09-20T06:17:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5311,Visa,Debit,Swipe Transaction,12/2022,623,5,-245178307025547046,La Verne,CA,,No,1,1,1,2,2,2,3,6.8679744089702925,true,true
1032589620,0,outbound,145.5,145.5,2002-09-21T06:27:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91752.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5541,Visa,Debit,Swipe Transaction,12/2022,623,5,2027553650310142703,Mira Loma,CA,,No,1,0,0,0,0,4,4,6.398594934535208,false,true
1032590820,0,outbound,48.34,48.34,2002-09-21T06:47:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91755.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5942,Visa,Debit,Swipe Transaction,12/2022,623,5,-5475680618560174533,Monterey Park,CA,,No,1,0,0,0,0,1,1,7.0909098220799835,false,true
1032618180,0,outbound,2.79,2.79,2002-09-21T14:23:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91754.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5411,Visa,Debit,Swipe Transaction,12/2022,623,5,-727612092139916043,Monterey Park,CA,,No,1,0,0,0,2,7,16,10.216873920776164,false,true
1032677400,0,outbound,47.51,47.51,2002-09-22T06:50:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5411,Visa,Debit,Swipe Transaction,12/2022,623,5,4060646732831064559,La Verne,CA,,No,1,0,1,2,3,9,17,10.98903148770011,true,true
1032686940,0,outbound,51.98,51.98,2002-09-22T09:29:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,7538,Visa,Debit,Swipe Transaction,12/2022,623,5,4055257078481058705,La Verne,CA,,No,1,0,0,1,1,3,4,9.163353580751846,true,true
1032687420,0,outbound,82.9,82.9,2002-09-22T09:37:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,7538,Visa,Debit,Swipe Transaction,12/2022,623,5,3952145593743244256,La Verne,CA,,No,0,0,1,0,2,0,5,6.175867270105761,true,true
1032725760,0,outbound,76.37,76.37,2002-09-22T20:16:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91752.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5812,Visa,Debit,Swipe Transaction,12/2022,623,5,-5023497618971072366,Mira Loma,CA,,No,0,0,0,0,0,0,1,10.554275098679943,false,true
1032760860,0,outbound,134.89,134.89,2002-09-23T06:01:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5300,Visa,Debit,Swipe Transaction,12/2022,623,5,3527213246127876953,La Verne,CA,,No,1,0,0,1,1,4,5,10.465984899076615,true,true
1032763560,0,outbound,35.28,35.28,2002-09-23T06:46:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5912,Visa,Debit,Swipe Transaction,12/2022,623,5,-34551508091458520,La Verne,CA,,No,1,0,0,2,3,7,10,7.901377353792616,true,true
1032812760,0,outbound,80.65,80.65,2002-09-23T20:26:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5814,Visa,Debit,Swipe Transaction,12/2022,623,5,-4500542936415012428,La Verne,CA,,No,1,0,0,1,1,3,3,10.803669227477098,true,true
1032847620,0,outbound,112.67,112.67,2002-09-24T06:07:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5300,Visa,Debit,Swipe Transaction,12/2022,623,5,3527213246127876953,La Verne,CA,,No,1,1,1,2,2,5,6,10.459124004835836,true,true
1032934740,0,outbound,162.26,162.26,2002-09-25T06:19:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5912,Visa,Debit,Swipe Transaction,12/2022,623,5,5817218446178736267,La Verne,CA,,No,1,0,1,1,2,3,11,6.580639137284949,true,true
1032935760,0,outbound,39.38,39.38,2002-09-25T06:36:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91754.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5411,Visa,Debit,Swipe Transaction,12/2022,623,5,-727612092139916043,Monterey Park,CA,,No,1,0,0,1,2,8,18,6.928537818164665,false,true
1032958860,0,outbound,55.76,55.76,2002-09-25T13:01:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5499,Visa,Debit,Swipe Transaction,12/2022,623,5,-1288082279022882052,La Verne,CA,,No,0,0,0,0,0,0,1,10.047631185616188,true,true
1032959400,0,outbound,100.0,100.0,2002-09-25T13:10:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5499,Visa,Debit,Swipe Transaction,12/2022,623,5,-1288082279022882052,La Verne,CA,,No,1,1,1,1,1,1,2,6.293419278846481,true,true
1032959640,0,inbound,100.0,-100.0,2002-09-25T13:14:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5499,Visa,Debit,Swipe Transaction,12/2022,623,5,-1288082279022882052,La Verne,CA,,No,1,2,2,2,2,2,3,5.484796933490655,true,true
1033021500,0,outbound,93.37,93.37,2002-09-26T06:25:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5300,Visa,Debit,Swipe Transaction,12/2022,623,5,3527213246127876953,La Verne,CA,,No,1,0,0,2,2,6,7,11.032645211643478,true,true
1033107660,0,outbound,199.71,199.71,2002-09-27T06:21:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91754.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5411,Visa,Debit,Swipe Transaction,12/2022,623,5,-727612092139916043,Monterey Park,CA,,No,1,1,1,2,3,9,19,11.363972918076753,false,true
1033113660,0,outbound,23.18,23.18,2002-09-27T08:01:00.000000000,Hazel Robinson,53,Female,462 Rose Lane,La Verne,CA,91750.0,787,127613.0,24295.0,34.15,-117.76,0,4344676511950444,5411,Visa,Debit,Swipe Transaction,12/2022,623,5,4060646732831064559,La Verne,CA,,No,1,0,1,1,4,10,20,8.699681400989514,true,true
